Record_ID,Speed_kmph,Direction_degree,Latitude,Longitude,GPS_Status,Tunnel_Status,Timestamp
28,44.07,90.74,26.912328,75.787381,1,Outside,15-09-2026 10:00
29,45.01,94.46,26.912333,75.787395,1,Outside,15-09-2026 10:00
30,40.97,90.24,26.912349,75.787407,1,Outside,15-09-2026 10:00
31,50.25,92.58,26.91236,75.787422,1,Outside,15-09-2026 10:00
32,35.01,95.05,26.912371,75.78743,1,Outside,15-09-2026 10:00
33,52.57,89.91,26.912387,75.787446,1,Outside,15-09-2026 10:00
34,52.56,92.56,26.9124,75.787459,1,Outside,15-09-2026 10:00
35,36.38,90.49,26.91241,75.787478,1,Outside,15-09-2026 10:00
36,44.51,95.03,26.91242,75.787488,1,Outside,15-09-2026 10:00
37,43.46,94.26,26.91243,75.787504,1,Outside,15-09-2026 10:00
38,39.02,93.86,26.912442,75.787522,1,Outside,15-09-2026 10:00
39,43.76,91.39,26.912456,75.787529,1,Outside,15-09-2026 10:00
40,41.76,91.44,26.912469,75.787544,1,Outside,15-09-2026 10:00
41,36.42,95.63,26.912481,75.787558,1,Outside,15-09-2026 10:00
42,52.19,94.29,26.912489,75.787572,1,Outside,15-09-2026 10:00
43,39.28,93.79,26.912501,75.787591,1,Outside,15-09-2026 10:00
44,44.45,91.58,26.912518,75.787604,1,Outside,15-09-2026 10:00
45,36.94,93.32,26.912527,75.787615,1,Outside,15-09-2026 10:00
46,49.58,91.19,26.912541,75.787634,1,Outside,15-09-2026 10:00
47,43.05,92.17,26.912551,75.787647,1,Outside,15-09-2026 10:00
48,38.8,92.43,26.912564,75.787657,1,Outside,15-09-2026 10:00
49,40,96.01,26.912579,75.787672,1,Outside,15-09-2026 10:00
50,46.01,95.94,26.912584,75.78769,1,Outside,15-09-2026 10:00
51,54.38,92,26.912603,75.787703,1,Outside,15-09-2026 10:00
52,44.71,91.43,26.91261,75.787713,1,Outside,15-09-2026 10:00
53,42.58,95.86,26.912628,75.787726,1,Outside,15-09-2026 10:00
54,44.1,97.21,26.912635,75.787746,1,Outside,15-09-2026 10:00
55,46.12,93.1,26.91265,75.787753,1,Outside,15-09-2026 10:00
56,54.37,95.89,26.912661,75.78777,1,Outside,15-09-2026 10:00
57,36.14,96.6,26.912673,75.787784,1,Outside,15-09-2026 10:00
58,38.15,92.67,26.912688,75.787795,1,Outside,15-09-2026 10:00
59,46.9,92.36,26.912697,75.78781,1,Outside,15-09-2026 10:00
60,52.81,95.44,26.912706,75.787827,1,Outside,15-09-2026 10:00
61,43.38,97.41,26.912721,75.78784,1,Outside,15-09-2026 10:01
62,39.09,94.25,26.912734,75.787852,1,Outside,15-09-2026 10:01
63,48.43,96.47,26.912742,75.787867,1,Outside,15-09-2026 10:01
64,36.45,98.02,26.912756,75.787886,1,Outside,15-09-2026 10:01
65,36.47,97.72,26.912766,75.787894,1,Outside,15-09-2026 10:01
66,52.62,93.15,26.912783,75.787909,1,Outside,15-09-2026 10:01
67,51.67,98.2,26.912794,75.787925,1,Outside,15-09-2026 10:01
68,48.08,94.16,26.9128,75.787941,1,Outside,15-09-2026 10:01
69,48.27,93.13,26.91282,75.787949,1,Outside,15-09-2026 10:01
70,37.14,96.15,26.912828,75.787964,1,Outside,15-09-2026 10:01
71,49.35,94.18,26.912838,75.787981,1,Outside,15-09-2026 10:01
72,44.77,93.23,26.912855,75.787997,1,Outside,15-09-2026 10:01
73,43.47,97.39,26.912862,75.788004,1,Outside,15-09-2026 10:01
74,47.74,96.15,26.912874,75.788024,1,Outside,15-09-2026 10:01
75,43.55,98.22,26.912884,75.788033,1,Outside,15-09-2026 10:01
76,53.08,96.5,26.9129,75.788053,1,Outside,15-09-2026 10:01
77,37.96,98.47,26.912909,75.788062,1,Outside,15-09-2026 10:01
78,50.92,94.42,26.912927,75.788081,1,Outside,15-09-2026 10:01
79,39.99,98.54,26.912933,75.788094,1,Outside,15-09-2026 10:01
80,43.13,98.9,26.912949,75.788103,1,Outside,15-09-2026 10:01
81,52.29,98.69,26.912964,75.788122,1,Outside,15-09-2026 10:01
82,35.5,99.06,26.912974,75.788133,1,Outside,15-09-2026 10:01
83,51.04,95.16,26.912987,75.78815,1,Outside,15-09-2026 10:01
84,50.75,98.79,26.912993,75.788165,1,Outside,15-09-2026 10:01
85,39.45,95.55,26.913011,75.788176,1,Outside,15-09-2026 10:01
86,50.91,94.96,26.913018,75.788186,1,Outside,15-09-2026 10:01
87,41.57,95.55,26.913035,75.788208,1,Outside,15-09-2026 10:01
88,47.83,97.18,26.913043,75.788222,1,Outside,15-09-2026 10:01
89,53.78,95.11,26.913053,75.788236,1,Outside,15-09-2026 10:01
90,54.25,96.73,26.913066,75.788243,1,Outside,15-09-2026 10:01
91,49.57,97.27,26.913079,75.788261,1,Outside,15-09-2026 10:01
92,42.7,98.53,26.913093,75.788272,1,Outside,15-09-2026 10:01
93,35.03,98.68,26.913107,75.788288,1,Outside,15-09-2026 10:01
94,49.84,94.86,26.913117,75.788301,1,Outside,15-09-2026 10:01
95,48.28,99.61,26.913127,75.788315,1,Outside,15-09-2026 10:01
96,49.4,97.05,26.913138,75.788328,1,Outside,15-09-2026 10:01
97,43.05,97.2,26.91315,75.788341,1,Outside,15-09-2026 10:01
98,53.81,98.45,26.913165,75.788361,1,Outside,15-09-2026 10:01
99,41.02,96.56,26.913176,75.788368,1,Outside,15-09-2026 10:01
100,43.6,97.71,26.913189,75.788387,1,Outside,15-09-2026 10:01
101,43.84,100.41,26.913198,75.7884,1,Outside,15-09-2026 10:01
102,50.92,98.17,26.913209,75.788411,1,Outside,15-09-2026 10:01
103,47.66,99.67,26.913223,75.788431,1,Outside,15-09-2026 10:01
104,48.46,95.39,26.913234,75.78844,1,Outside,15-09-2026 10:01
105,39.9,95.76,26.913248,75.788459,1,Outside,15-09-2026 10:01
106,43.29,99.58,26.913261,75.788468,1,Outside,15-09-2026 10:01
107,44.89,95.51,26.91327,75.788485,1,Outside,15-09-2026 10:01
108,50.02,98.11,26.913286,75.788495,1,Outside,15-09-2026 10:01
109,38.52,95.94,26.9133,75.788512,1,Outside,15-09-2026 10:01
110,39.98,100.53,26.913311,75.788526,1,Outside,15-09-2026 10:01
111,48.35,101.5,26.913324,75.788541,1,Outside,15-09-2026 10:01
112,52.83,98.91,26.913333,75.788556,1,Outside,15-09-2026 10:01
113,51.61,100.42,26.913344,75.788571,1,Outside,15-09-2026 10:01
114,44.49,99.87,26.913354,75.78858,1,Outside,15-09-2026 10:01
115,50.32,97.77,26.913368,75.788597,1,Outside,15-09-2026 10:01
116,36.55,98.12,26.913378,75.788608,1,Outside,15-09-2026 10:01
117,45.8,100.44,26.913389,75.788622,1,Outside,15-09-2026 10:01
118,49.13,99.62,26.913401,75.788637,1,Outside,15-09-2026 10:01
119,43.32,101.87,26.913414,75.788651,1,Outside,15-09-2026 10:01
120,46.68,101.11,26.91343,75.788669,1,Outside,15-09-2026 10:01
121,42.61,101.12,26.913436,75.788679,1,Outside,15-09-2026 10:02
122,52.07,101.17,26.913456,75.788693,1,Outside,15-09-2026 10:02
123,45.92,98.08,26.913465,75.788706,1,Outside,15-09-2026 10:02
124,43.72,100.91,26.913472,75.788721,1,Outside,15-09-2026 10:02
125,43.09,97.69,26.913485,75.788736,1,Outside,15-09-2026 10:02
126,47.45,100.39,26.913496,75.788749,1,Outside,15-09-2026 10:02
127,35.54,99.85,26.913513,75.788761,1,Outside,15-09-2026 10:02
128,36.01,99.12,26.913523,75.788776,1,Outside,15-09-2026 10:02
129,50.22,102.23,26.913535,75.788794,1,Outside,15-09-2026 10:02
130,40.05,100.56,26.913545,75.788802,1,Outside,15-09-2026 10:02
131,55,102.09,26.913559,75.788821,1,Outside,15-09-2026 10:02
132,48.04,98.68,26.913574,75.788838,1,Outside,15-09-2026 10:02
133,35.41,101.58,26.913581,75.788845,1,Outside,15-09-2026 10:02
134,46.28,102.24,26.913594,75.788864,1,Outside,15-09-2026 10:02
135,38.36,98.41,26.913609,75.788878,1,Outside,15-09-2026 10:02
136,51.39,97.95,26.913624,75.788887,1,Outside,15-09-2026 10:02
137,41.24,100.26,26.913633,75.788908,1,Outside,15-09-2026 10:02
138,49.3,101.72,26.913641,75.78892,1,Outside,15-09-2026 10:02
139,37.04,101.64,26.913658,75.788935,1,Outside,15-09-2026 10:02
140,37.42,100.2,26.913672,75.788948,1,Outside,15-09-2026 10:02
141,43.57,100.25,26.913679,75.78896,1,Outside,15-09-2026 10:02
142,51.99,104.04,26.913695,75.788971,1,Outside,15-09-2026 10:02
143,47.71,100.97,26.913707,75.78899,1,Outside,15-09-2026 10:02
144,49.68,103.29,26.91372,75.789,1,Outside,15-09-2026 10:02
145,45.76,102.91,26.913728,75.789015,1,Outside,15-09-2026 10:02
146,40.37,99.12,26.913743,75.789033,1,Outside,15-09-2026 10:02
147,52.63,102.34,26.91375,75.789044,1,Outside,15-09-2026 10:02
148,42.58,99.85,26.91376,75.789061,1,Outside,15-09-2026 10:02
149,39.24,104.12,26.913778,75.789071,1,Outside,15-09-2026 10:02
150,49.02,104.61,26.913786,75.789082,1,Outside,15-09-2026 10:02
151,31.54,103.55,26.913802,75.7891,1,Entering,15-09-2026 10:02
152,42.43,103.84,26.913813,75.789114,1,Entering,15-09-2026 10:02
153,31.67,101,26.913822,75.78913,1,Entering,15-09-2026 10:02
154,40.47,101.79,26.913836,75.789142,1,Entering,15-09-2026 10:02
155,43.43,100.95,26.913847,75.789158,1,Entering,15-09-2026 10:02
156,34.53,100.12,26.913857,75.789168,1,Entering,15-09-2026 10:02
157,39.65,100.78,26.913874,75.789181,1,Entering,15-09-2026 10:02
158,38.72,102.71,26.913886,75.789202,1,Entering,15-09-2026 10:02
159,35.09,101,26.913893,75.78921,1,Entering,15-09-2026 10:02
160,33.23,101.37,26.913904,75.789226,1,Entering,15-09-2026 10:02
161,47.54,100.56,26.91392,75.789242,1,Entering,15-09-2026 10:02
162,45.63,103.32,26.913932,75.789257,1,Entering,15-09-2026 10:02
163,38.45,100.27,26.913944,75.789265,1,Entering,15-09-2026 10:02
164,46.94,102.44,26.913956,75.789285,1,Entering,15-09-2026 10:02
165,31.33,101.02,26.913969,75.789292,1,Entering,15-09-2026 10:02
166,40.13,100.91,26.913978,75.789314,1,Entering,15-09-2026 10:02
167,43.76,101.63,26.913993,75.789326,1,Entering,15-09-2026 10:02
168,39.41,105.52,26.914004,75.789338,1,Entering,15-09-2026 10:02
169,47.82,104.1,26.914014,75.789353,1,Entering,15-09-2026 10:02
170,43.32,101.79,26.914032,75.789364,1,Entering,15-09-2026 10:02
171,41.89,101.05,26.914037,75.789377,1,Entering,15-09-2026 10:02
172,30.05,102.43,26.914052,75.789395,1,Entering,15-09-2026 10:02
173,34.17,103.48,26.914066,75.78941,1,Entering,15-09-2026 10:02
174,42.37,104.59,26.914079,75.789424,1,Entering,15-09-2026 10:02
175,41.9,104.19,26.914091,75.789435,1,Entering,15-09-2026 10:02
176,41.66,101.43,26.914103,75.789453,1,Entering,15-09-2026 10:02
177,32.99,104.5,26.91411,75.789466,1,Entering,15-09-2026 10:02
178,35.19,105.36,26.914121,75.78948,1,Entering,15-09-2026 10:02
179,46.97,101.72,26.914136,75.789492,1,Entering,15-09-2026 10:02
180,30.72,102.82,26.914147,75.789505,1,Entering,15-09-2026 10:02
181,31.64,104.85,26.914164,75.789523,1,Entering,15-09-2026 10:03
182,47.11,103.1,26.914176,75.789535,1,Entering,15-09-2026 10:03
183,30.72,105.47,26.914186,75.789548,1,Entering,15-09-2026 10:03
184,46.49,105.45,26.914193,75.789563,1,Entering,15-09-2026 10:03
185,38.85,103.72,26.914205,75.789575,1,Entering,15-09-2026 10:03
186,42.06,105.96,26.914223,75.789589,1,Entering,15-09-2026 10:03
187,35.19,105.18,26.914236,75.789607,1,Entering,15-09-2026 10:03
188,38.19,107.78,26.914243,75.789617,1,Entering,15-09-2026 10:03
189,37.28,105.99,26.914256,75.789636,1,Entering,15-09-2026 10:03
190,39.77,104.29,26.914267,75.789644,1,Entering,15-09-2026 10:03
191,43.62,103.42,26.914281,75.789662,1,Entering,15-09-2026 10:03
192,39.89,106.47,26.914295,75.789674,1,Entering,15-09-2026 10:03
193,32.19,103.8,26.914308,75.789689,1,Entering,15-09-2026 10:03
194,32.85,103,26.914316,75.789702,1,Entering,15-09-2026 10:03
195,47.86,103.22,26.914331,75.789716,1,Entering,15-09-2026 10:03
196,44.98,105.65,26.91434,75.789732,1,Entering,15-09-2026 10:03
197,34.92,104.14,26.914355,75.789748,1,Entering,15-09-2026 10:03
198,39.92,105.81,26.914363,75.789761,1,Entering,15-09-2026 10:03
199,45.83,107.58,26.914379,75.78977,1,Entering,15-09-2026 10:03
200,37.47,107.84,26.914391,75.789786,1,Entering,15-09-2026 10:03
201,27.07,108.99,26.914398,75.789801,0,Inside,15-09-2026 10:03
202,32.24,105.15,26.914409,75.789814,0,Inside,15-09-2026 10:03
203,33.8,105.09,26.914424,75.789828,0,Inside,15-09-2026 10:03
204,24.72,104.64,26.914438,75.789843,0,Inside,15-09-2026 10:03
205,39.39,107.55,26.914444,75.789858,0,Inside,15-09-2026 10:03
206,40.29,108.32,26.914459,75.789871,0,Inside,15-09-2026 10:03
207,44.52,106.49,26.914472,75.78988,0,Inside,15-09-2026 10:03
208,34.75,106.2,26.914487,75.789901,0,Inside,15-09-2026 10:03
209,33.15,106.1,26.914496,75.789914,0,Inside,15-09-2026 10:03
210,36.37,109.54,26.914505,75.789926,0,Inside,15-09-2026 10:03
211,28.46,108.91,26.914522,75.789941,0,Inside,15-09-2026 10:03
212,41.31,105.78,26.914535,75.789953,0,Inside,15-09-2026 10:03
213,37.97,104.18,26.914546,75.789971,0,Inside,15-09-2026 10:03
214,21.71,110.02,26.914557,75.789985,0,Inside,15-09-2026 10:03
215,38.67,107.92,26.914567,75.789993,0,Inside,15-09-2026 10:03
216,41.81,109.62,26.91458,75.790012,0,Inside,15-09-2026 10:03
217,21.15,106.53,26.914594,75.790022,0,Inside,15-09-2026 10:03
218,23.64,109.12,26.914604,75.790039,0,Inside,15-09-2026 10:03
219,24.25,108.16,26.914613,75.790055,0,Inside,15-09-2026 10:03
220,26.02,107.29,26.914631,75.790063,0,Inside,15-09-2026 10:03
221,26.35,109.43,26.914638,75.790076,0,Inside,15-09-2026 10:03
222,42.53,107.33,26.914653,75.790091,0,Inside,15-09-2026 10:03
223,28.64,107.31,26.914665,75.790109,0,Inside,15-09-2026 10:03
224,26.25,107.15,26.914679,75.79012,0,Inside,15-09-2026 10:03
225,32.08,108.37,26.914686,75.790137,0,Inside,15-09-2026 10:03
226,44.82,108.95,26.914698,75.790154,0,Inside,15-09-2026 10:03
227,26.86,109.55,26.914713,75.790165,0,Inside,15-09-2026 10:03
228,21.23,110.58,26.914725,75.790178,0,Inside,15-09-2026 10:03
229,27.15,107.35,26.914738,75.790193,0,Inside,15-09-2026 10:03
230,35.92,109.65,26.914749,75.790207,0,Inside,15-09-2026 10:03
231,36.48,110.82,26.914763,75.790221,0,Inside,15-09-2026 10:03
232,36.16,108.96,26.91477,75.790234,0,Inside,15-09-2026 10:03
233,38.31,110.04,26.914781,75.790246,0,Inside,15-09-2026 10:03
234,24.39,111.47,26.914793,75.790262,0,Inside,15-09-2026 10:03
235,33.27,107.26,26.914811,75.790279,0,Inside,15-09-2026 10:03
236,40.62,110.28,26.91482,75.790292,0,Inside,15-09-2026 10:03
237,28.47,106.72,26.914829,75.790308,0,Inside,15-09-2026 10:03
238,44.16,111.84,26.914847,75.79032,0,Inside,15-09-2026 10:03
239,44.18,110.78,26.914858,75.790331,0,Inside,15-09-2026 10:03
240,20.35,110.16,26.914868,75.790346,0,Inside,15-09-2026 10:03
241,36.81,111.84,26.914881,75.790363,0,Inside,15-09-2026 10:04
242,22.71,111.59,26.91489,75.79037,0,Inside,15-09-2026 10:04
243,34.04,106.74,26.914907,75.790386,0,Inside,15-09-2026 10:04
244,40.6,108.89,26.914919,75.7904,0,Inside,15-09-2026 10:04
245,23.49,109.48,26.914932,75.790414,0,Inside,15-09-2026 10:04
246,22.43,109.32,26.914943,75.790427,0,Inside,15-09-2026 10:04
247,36.76,109.19,26.914954,75.790448,0,Inside,15-09-2026 10:04
248,38.56,107.35,26.914961,75.790457,0,Inside,15-09-2026 10:04
249,32.23,107.04,26.914975,75.790476,0,Inside,15-09-2026 10:04
250,29.26,112.05,26.914988,75.79049,0,Inside,15-09-2026 10:04
251,22.48,112.87,26.915001,75.7905,0,Inside,15-09-2026 10:04
252,28.97,107.81,26.915011,75.790512,0,Inside,15-09-2026 10:04
253,41.2,111.01,26.915024,75.790529,0,Inside,15-09-2026 10:04
254,34.93,108.7,26.915032,75.790544,0,Inside,15-09-2026 10:04
255,23.15,111.91,26.915049,75.790553,0,Inside,15-09-2026 10:04
256,25.18,109.37,26.915058,75.790573,0,Inside,15-09-2026 10:04
257,23.69,112.63,26.915075,75.79058,0,Inside,15-09-2026 10:04
258,23.62,108.61,26.915081,75.790596,0,Inside,15-09-2026 10:04
259,36.53,112.38,26.915092,75.790608,0,Inside,15-09-2026 10:04
260,25.95,108.03,26.915107,75.790623,0,Inside,15-09-2026 10:04
261,38.54,110.66,26.91512,75.790642,0,Inside,15-09-2026 10:04
262,39.45,110.9,26.915132,75.790651,0,Inside,15-09-2026 10:04
263,43.64,113.16,26.91514,75.79067,0,Inside,15-09-2026 10:04
264,33.04,108.4,26.915156,75.790686,0,Inside,15-09-2026 10:04
265,31.97,111.06,26.915167,75.790697,0,Inside,15-09-2026 10:04
266,42.74,111.85,26.915177,75.790707,0,Inside,15-09-2026 10:04
267,21.64,111.57,26.91519,75.790725,0,Inside,15-09-2026 10:04
268,28.13,111.08,26.915208,75.790738,0,Inside,15-09-2026 10:04
269,35.14,113.56,26.915213,75.790754,0,Inside,15-09-2026 10:04
270,36.27,109.81,26.91523,75.790768,0,Inside,15-09-2026 10:04
271,31.29,111.32,26.915238,75.790779,0,Inside,15-09-2026 10:04
272,30.4,112.67,26.915249,75.790793,0,Inside,15-09-2026 10:04
273,29.36,109.16,26.915261,75.790811,0,Inside,15-09-2026 10:04
274,40.79,113.27,26.915273,75.790819,0,Inside,15-09-2026 10:04
275,40.29,112.29,26.915288,75.790837,0,Inside,15-09-2026 10:04
276,28.24,112.99,26.915297,75.790849,0,Inside,15-09-2026 10:04
277,38.76,114.89,26.915315,75.790866,0,Inside,15-09-2026 10:04
278,35.01,110.44,26.915323,75.790879,0,Inside,15-09-2026 10:04
279,36.42,114.31,26.915334,75.790889,0,Inside,15-09-2026 10:04
280,29.19,114.16,26.91535,75.790907,0,Inside,15-09-2026 10:04
281,41.13,113.08,26.915364,75.790923,0,Inside,15-09-2026 10:04
282,36.07,114.46,26.915368,75.790937,0,Inside,15-09-2026 10:04
283,26.69,111.41,26.915381,75.79095,0,Inside,15-09-2026 10:04
284,28.5,113.04,26.915392,75.790965,0,Inside,15-09-2026 10:04
285,30.02,109.9,26.915405,75.790977,0,Inside,15-09-2026 10:04
286,38.65,111.85,26.915418,75.790989,0,Inside,15-09-2026 10:04
287,29.25,113.29,26.915434,75.791006,0,Inside,15-09-2026 10:04
288,22.12,113.67,26.91544,75.791015,0,Inside,15-09-2026 10:04
289,36.85,112.95,26.915454,75.791033,0,Inside,15-09-2026 10:04
290,31.05,110.8,26.915466,75.791048,0,Inside,15-09-2026 10:04
291,30.75,113.12,26.915478,75.791061,0,Inside,15-09-2026 10:04
292,36.68,113.88,26.915488,75.791073,0,Inside,15-09-2026 10:04
293,20.19,111.18,26.915502,75.791086,0,Inside,15-09-2026 10:04
294,26.39,114.92,26.915515,75.791098,0,Inside,15-09-2026 10:04
295,24.39,113.52,26.915527,75.791118,0,Inside,15-09-2026 10:04
296,40.83,115.77,26.915542,75.791127,0,Inside,15-09-2026 10:04
297,21.06,115.85,26.915548,75.791147,0,Inside,15-09-2026 10:04
298,34.39,113.27,26.915565,75.79116,0,Inside,15-09-2026 10:04
299,22.88,115.65,26.915572,75.791171,0,Inside,15-09-2026 10:04
300,35.45,111.45,26.915591,75.791189,0,Inside,15-09-2026 10:04
301,41.11,114.14,26.915598,75.791201,0,Inside,15-09-2026 10:05
302,29.89,113.08,26.91561,75.791213,0,Inside,15-09-2026 10:05
303,24.2,114.22,26.915624,75.791225,0,Inside,15-09-2026 10:05
304,42.65,116.15,26.915635,75.791244,0,Inside,15-09-2026 10:05
305,40.38,112.5,26.915646,75.791253,0,Inside,15-09-2026 10:05
306,35.06,112.46,26.915662,75.791271,0,Inside,15-09-2026 10:05
307,39.32,116.04,26.915672,75.791286,0,Inside,15-09-2026 10:05
308,31.22,115.37,26.915687,75.791299,0,Inside,15-09-2026 10:05
309,35.61,112.55,26.915699,75.791313,0,Inside,15-09-2026 10:05
310,21.71,113.37,26.915708,75.791324,0,Inside,15-09-2026 10:05
311,21.4,114.51,26.91572,75.791338,0,Inside,15-09-2026 10:05
312,21.42,117.07,26.915735,75.791351,0,Inside,15-09-2026 10:05
313,41.38,114.74,26.915745,75.791368,0,Inside,15-09-2026 10:05
314,33.86,114.74,26.915758,75.791385,0,Inside,15-09-2026 10:05
315,40.25,114.97,26.915769,75.791395,0,Inside,15-09-2026 10:05
316,23.77,117.59,26.915776,75.791407,0,Inside,15-09-2026 10:05
317,28.59,113.32,26.915794,75.791424,0,Inside,15-09-2026 10:05
318,26.19,115.5,26.915804,75.791438,0,Inside,15-09-2026 10:05
319,23.97,114.89,26.915815,75.79145,0,Inside,15-09-2026 10:05
320,28.46,116.4,26.915829,75.791468,0,Inside,15-09-2026 10:05
321,21.65,114.3,26.915837,75.791481,0,Inside,15-09-2026 10:05
322,38.09,117.92,26.915853,75.791497,0,Inside,15-09-2026 10:05
323,28.33,114.86,26.915865,75.791505,0,Inside,15-09-2026 10:05
324,44.19,116.41,26.915878,75.791521,0,Inside,15-09-2026 10:05
325,43.45,117.67,26.915886,75.791535,0,Inside,15-09-2026 10:05
326,40.33,117.43,26.915901,75.791553,0,Inside,15-09-2026 10:05
327,37.14,115.62,26.915912,75.791565,0,Inside,15-09-2026 10:05
328,29.05,114.45,26.915923,75.791575,0,Inside,15-09-2026 10:05
329,43.69,114.07,26.915936,75.79159,0,Inside,15-09-2026 10:05
330,21.93,117.95,26.915951,75.791603,0,Inside,15-09-2026 10:05
331,40.88,115.42,26.915963,75.791616,0,Inside,15-09-2026 10:05
332,39.16,114.45,26.915969,75.791633,0,Inside,15-09-2026 10:05
333,40.78,114.55,26.915986,75.79165,0,Inside,15-09-2026 10:05
334,30.94,115.07,26.915995,75.791663,0,Inside,15-09-2026 10:05
335,31.1,116.41,26.916006,75.791678,0,Inside,15-09-2026 10:05
336,33.35,116.61,26.916018,75.791692,0,Inside,15-09-2026 10:05
337,40.88,119.79,26.916031,75.791708,0,Inside,15-09-2026 10:05
338,31.54,117.12,26.916042,75.791717,0,Inside,15-09-2026 10:05
339,44.16,114.87,26.916059,75.791734,0,Inside,15-09-2026 10:05
340,26.25,117.45,26.916069,75.791749,0,Inside,15-09-2026 10:05
341,22.56,115.91,26.916083,75.791763,0,Inside,15-09-2026 10:05
342,39.08,115.16,26.91609,75.791777,0,Inside,15-09-2026 10:05
343,30.94,117.07,26.916108,75.791786,0,Inside,15-09-2026 10:05
344,28.74,117.45,26.916112,75.791798,0,Inside,15-09-2026 10:05
345,25.89,114.69,26.916132,75.791815,0,Inside,15-09-2026 10:05
346,43.27,119.35,26.916143,75.791831,0,Inside,15-09-2026 10:05
347,23.44,118.86,26.91615,75.791847,0,Inside,15-09-2026 10:05
348,23.47,114.79,26.916166,75.791858,0,Inside,15-09-2026 10:05
349,21.98,118.13,26.916174,75.791875,0,Inside,15-09-2026 10:05
350,38.18,116.65,26.916188,75.791883,0,Inside,15-09-2026 10:05
351,27.53,119.76,26.916196,75.791899,0,Inside,15-09-2026 10:05
352,31.43,118.66,26.916209,75.791917,0,Inside,15-09-2026 10:05
353,20.41,116.02,26.916224,75.791926,0,Inside,15-09-2026 10:05
354,30.73,117.74,26.916237,75.79194,0,Inside,15-09-2026 10:05
355,36.61,115.73,26.916245,75.79196,0,Inside,15-09-2026 10:05
356,33.15,118.72,26.91626,75.791974,0,Inside,15-09-2026 10:05
357,29.76,121.37,26.916272,75.791985,0,Inside,15-09-2026 10:05
358,26.34,117.63,26.91628,75.792,0,Inside,15-09-2026 10:05
359,38.32,120.05,26.916297,75.792014,0,Inside,15-09-2026 10:05
360,28.31,120.6,26.916304,75.792026,0,Inside,15-09-2026 10:05
361,24.38,119.97,26.916322,75.79204,0,Inside,15-09-2026 10:06
362,35.79,120.54,26.916334,75.792051,0,Inside,15-09-2026 10:06
363,31.44,117.16,26.916342,75.792064,0,Inside,15-09-2026 10:06
364,21.05,121.97,26.916359,75.792082,0,Inside,15-09-2026 10:06
365,33.58,117.27,26.916366,75.792098,0,Inside,15-09-2026 10:06
366,28.92,118.19,26.916382,75.792113,0,Inside,15-09-2026 10:06
367,23.11,120.74,26.916391,75.792127,0,Inside,15-09-2026 10:06
368,42.37,119.34,26.916403,75.792142,0,Inside,15-09-2026 10:06
369,32.44,121.25,26.916419,75.792152,0,Inside,15-09-2026 10:06
370,38.18,121.45,26.916425,75.792167,0,Inside,15-09-2026 10:06
371,33.64,120.57,26.916439,75.792177,0,Inside,15-09-2026 10:06
372,27.66,120.82,26.916453,75.792193,0,Inside,15-09-2026 10:06
373,28.79,118.88,26.91646,75.792211,0,Inside,15-09-2026 10:06
374,44.95,122.53,26.916474,75.792226,0,Inside,15-09-2026 10:06
375,21.88,121.73,26.916489,75.792235,0,Inside,15-09-2026 10:06
